Startdatum,Starttid,Slutdatum,Sluttid,Kurs,"Grupp,Undergrupp,Basgrupp",Del av kurs,Lokal,Lärare,Undervisningstyp,Rubrik,Kommentar,Länk,Läsanvisningar,Persongrupp 
2018-01-15,09:00,2018-01-15,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-01-16,09:00,2018-01-16,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-01-16,13:00,2018-01-16,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,,,,
2018-01-17,09:00,2018-01-17,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-01-18,09:00,2018-01-18,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-01-18,13:00,2018-01-18,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-01-19,09:00,2018-01-19,12:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-01-19,13:00,2018-01-19,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-01-22,09:00,2018-01-22,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-01-23,09:00,2018-01-23,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-01-23,13:00,2018-01-23,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-01-24,09:00,2018-01-24,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-01-24,13:00,2018-01-24,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-01-25,09:00,2018-01-25,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-01-25,13:00,2018-01-25,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-01-26,09:00,2018-01-26,12:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-01-26,13:00,2018-01-26,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-01-29,09:00,2018-01-29,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-01-29,13:00,2018-01-29,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-01-30,09:00,2018-01-30,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-01-30,13:00,2018-01-30,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-01-31,09:00,2018-01-31,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-01-31,13:00,2018-01-31,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-01,09:00,2018-02-01,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-02-01,13:00,2018-02-01,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-02-02,09:00,2018-02-02,12:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-02-02,13:00,2018-02-02,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-02-05,09:00,2018-02-05,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-02-05,13:00,2018-02-05,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-06,09:00,2018-02-06,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-02-06,13:00,2018-02-06,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-02-07,09:00,2018-02-07,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-02-07,13:00,2018-02-07,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-08,09:00,2018-02-08,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-02-08,13:00,2018-02-08,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-02-09,09:00,2018-02-09,12:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-02-09,13:00,2018-02-09,16:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),,Handledning,,Student- handledning Grupper bokar handledning med student- handledarna,,,
2018-02-12,13:00,2018-02-12,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-14,09:00,2018-02-14,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-02-14,13:00,2018-02-14,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-15,09:00,2018-02-15,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-02-19,09:00,2018-02-19,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-02-19,13:00,2018-02-19,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-20,09:00,2018-02-20,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-02-20,13:00,2018-02-20,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-02-21,09:00,2018-02-21,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-02-21,13:00,2018-02-21,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-22,09:00,2018-02-22,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-02-26,09:00,2018-02-26,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Föreläsning,,Databaser,,,
2018-02-26,13:00,2018-02-26,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-02-27,09:00,2018-02-27,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-02-27,13:00,2018-02-27,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Java Lab,,,
2018-02-28,09:00,2018-02-28,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,Databaser,,,
2018-02-28,13:00,2018-02-28,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-03-01,09:00,2018-03-01,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-03-05,09:00,2018-03-05,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,,,,
2018-03-05,13:00,2018-03-05,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-03-06,09:00,2018-03-06,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,,,,
2018-03-06,13:00,2018-03-06,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,,,,
2018-03-07,09:00,2018-03-07,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,"Bokningsbar Handledning, Grupper bokar Henrik och Rikard",,,
2018-03-07,13:00,2018-03-07,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-03-08,09:00,2018-03-08,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-03-12,09:00,2018-03-12,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,,,,
2018-03-12,12:00,2018-03-12,12:15,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,,,Anmälan,,Sista anmälningsdag till tentan,,,
2018-03-12,13:00,2018-03-12,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-03-13,09:00,2018-03-13,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,,,,
2018-03-13,13:00,2018-03-13,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,,,,,
2018-03-14,09:00,2018-03-14,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,"Bokningsbar Handledning, Grupper bokar Henrik och Rikard",,,
2018-03-14,13:00,2018-03-14,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-03-15,09:00,2018-03-15,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Handledning,,Lab Lärarledd handledning,,,
2018-03-19,09:00,2018-03-19,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,"Bokningsbar Handledning, Grupper bokar Henrik och Rikard",,,
2018-03-19,13:00,2018-03-19,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-03-20,10:15,2018-03-20,11:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,Frågestund om Lab 3,,,,
2018-03-20,11:15,2018-03-20,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,Frågestund om Lab 3,,,,
2018-03-20,13:15,2018-03-20,14:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Gästlärare,Föreläsning,Presentation av Alfrek,,,,
2018-03-20,14:15,2018-03-20,15:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),Rikard Fröberg,Workshop,Frågestund om Lab 3,,,,
2018-03-21,09:00,2018-03-21,12:00,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,"Bokningsbar Handledning, Grupper bokar Henrik och Rikard",,,
2018-03-21,13:00,2018-03-21,15:00,TIG058. Programmeringsteknik och databaser,,,Torg Grön (405),"Henrik Sandklef, Rikard Fröberg",Handledning,,,,,
2018-03-22,08:30,2018-03-22,12:30,TIG058. Programmeringsteknik och databaser,Systemvetenskap år 1,,,"Henrik Sandklef, Rikard Fröberg",Tentamen,,,,,
